product_id,product_name,category,description,material,grade,size,price,unit,MOQ,supplier,location,availability,rating
P0799,LDPE Film Roll,Plastic,Reliable supplier-grade material for manufacturing and industrial use. LDPE Film Roll in 100 micron specification.,LDPE,Film Grade,100 micron,239.48,meter,50,Evergreen Manufacturing,Ahmedabad,In Stock,4.0
P0800,Citric Acid Powder,Chemicals,Reliable supplier-grade material for manufacturing and industrial use. Citric Acid Powder in 50 kg specification.,Citric Acid,Food Grade,50 kg,381.88,kg,50,Techno Supply Co,Pune,In Stock,4.2
P0801,Industrial Electrical Switch,Electrical,Quality-tested product with bulk supply capability. Industrial Electrical Switch in 32A specification.,Polycarbonate,Heavy Duty,32A,339.55,meter,25,Prime Traders,Coimbatore,In Stock,4.2
P0802,PET Packaging Bottle,Packaging,Quality-tested product with bulk supply capability. PET Packaging Bottle in 1 L specification.,PET,Food Grade,1 L,132.14,box,250,Techno Supply Co,Pune,Limited Stock,5.0
P0803,Industrial Bearing,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Industrial Bearing in 6204 specification.,Chrome Steel,6200 Series,6204,759.67,box,500,Sri Lakshmi Enterprises,Erode,In Stock,4.5
P0804,Industrial Bearing,Hardware,Industrial quality product suitable for bulk commercial procurement. Industrial Bearing in 6202 specification.,Chrome Steel,6200 Series,6202,236.95,kg,250,Universal B2B Supplies,Kolkata,Limited Stock,3.7
P0805,Stretch Film Roll,Packaging,"Suitable for wholesale buyers, distributors, and regular business orders. Stretch Film Roll in 23 micron specification.",LLDPE,Industrial,23 micron,42.56,box,250,Techno Supply Co,Pune,In Stock,3.9
P0806,Carbon Steel Pipe,Steel,Reliable supplier-grade material for manufacturing and industrial use. Carbon Steel Pipe in 2 inch specification.,Carbon steel,IS 2062,2 inch,236.05,box,50,Evergreen Manufacturing,Ahmedabad,In Stock,4.7
P0807,Hex Bolt,Hardware,Quality-tested product with bulk supply capability. Hex Bolt in M6 specification.,Carbon Steel,Grade 8.8,M6,524.28,piece,500,Techno Supply Co,Pune,In Stock,4.3
P0808,PET Packaging Bottle,Packaging,Quality-tested product with bulk supply capability. PET Packaging Bottle in 500 ml specification.,PET,Food Grade,500 ml,209.25,piece,100,Universal B2B Supplies,Kolkata,Limited Stock,4.5
P0809,LED Panel Light,Electrical,Reliable supplier-grade material for manufacturing and industrial use. LED Panel Light in 12W specification.,Aluminium,Commercial,12W,1701.52,meter,100,Evergreen Manufacturing,Ahmedabad,Limited Stock,4.0
P0810,MS Steel Plate,Steel,Industrial quality product suitable for bulk commercial procurement. MS Steel Plate in 8 mm specification.,Mild steel,IS 2062,8 mm,112.76,piece,500,Apex Components,Delhi,In Stock,4.3
P0811,HDPE Granules,Plastic,Reliable supplier-grade material for manufacturing and industrial use. HDPE Granules in 25 kg specification.,HDPE,Injection Grade,25 kg,194.62,kg,250,Evergreen Manufacturing,Ahmedabad,Limited Stock,4.3
P0812,Stainless Steel Pipe 304,Steel,Quality-tested product with bulk supply capability. Stainless Steel Pipe 304 in 2 inch specification.,Stainless steel,304,2 inch,181.74,piece,25,ABC Industries,Chennai,In Stock,4.7
P0813,AAC Block,Construction Materials,Quality-tested product with bulk supply capability. AAC Block in 600x200x150 mm specification.,Autoclaved Aerated Concrete,Grade 4,600x200x150 mm,90.52,kg,50,Evergreen Manufacturing,Ahmedabad,In Stock,4.1
P0814,Automotive Rubber Hose,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Automotive Rubber Hose in 3/4 inch specification.,EPDM Rubber,Heat Resistant,3/4 inch,1228.65,kg,250,National Engineering Works,Hyderabad,In Stock,3.7
P0815,Caustic Soda Flakes,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Caustic Soda Flakes in 25 kg specification.",Sodium Hydroxide,Industrial Grade,25 kg,478.47,piece,10,National Engineering Works,Hyderabad,In Stock,3.5
P0816,GI Steel Sheet,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. GI Steel Sheet in 2 mm specification.",Galvanized steel,IS 277,2 mm,198.42,meter,50,Prime Traders,Coimbatore,Limited Stock,4.9
P0817,HDPE Granules,Plastic,Quality-tested product with bulk supply capability. HDPE Granules in 25 kg specification.,HDPE,Injection Grade,25 kg,242.99,piece,100,Metro Industrial Supplies,Bengaluru,In Stock,3.9
P0818,PET Packaging Bottle,Packaging,Reliable supplier-grade material for manufacturing and industrial use. PET Packaging Bottle in 1 L specification.,PET,Food Grade,1 L,21.04,piece,500,South India Materials,Salem,In Stock,3.9
P0819,Portland Cement,Construction Materials,Quality-tested product with bulk supply capability. Portland Cement in 25 kg specification.,Cement,OPC 53 Grade,25 kg,1176.28,piece,50,Techno Supply Co,Pune,Limited Stock,3.6
P0820,Engine Oil Filter,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Engine Oil Filter in Small specification.,Steel,OEM Grade,Small,6554.21,piece,1000,Global Trade Hub,Mumbai,Limited Stock,4.9
P0821,Lead Acid Automotive Battery,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Lead Acid Automotive Battery in 35 Ah specification.,Lead Acid,Maintenance Free,35 Ah,9779.83,box,500,ABC Industries,Chennai,In Stock,3.6
P0822,Door Hinge,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Door Hinge in 5 inch specification.,Stainless Steel,Heavy Duty,5 inch,1259.55,box,250,National Engineering Works,Hyderabad,In Stock,3.6
P0823,Automotive Brake Pad,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Automotive Brake Pad in Rear specification.,Semi Metallic,OEM Grade,Rear,4834.36,kg,1000,Prime Traders,Coimbatore,In Stock,4.8
P0824,Cotton Grey Fabric,Textiles,Reliable supplier-grade material for manufacturing and industrial use. Cotton Grey Fabric in 60 inch specification.,Cotton,Greige,60 inch,615.43,meter,50,Global Trade Hub,Mumbai,In Stock,4.0
P0825,Door Hinge,Hardware,Quality-tested product with bulk supply capability. Door Hinge in 3 inch specification.,Stainless Steel,Heavy Duty,3 inch,202.32,piece,1000,Universal B2B Supplies,Kolkata,In Stock,4.9
P0826,Industrial Electrical Switch,Electrical,Industrial quality product suitable for bulk commercial procurement. Industrial Electrical Switch in 63A specification.,Polycarbonate,Heavy Duty,63A,1793.85,meter,250,Universal B2B Supplies,Kolkata,In Stock,4.3
P0827,Hex Bolt,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Hex Bolt in M10 specification.,Carbon Steel,Grade 8.8,M10,1241.55,box,500,South India Materials,Salem,In Stock,3.7
P0828,PP Woven Sack,Packaging,"Suitable for wholesale buyers, distributors, and regular business orders. PP Woven Sack in 50 kg specification.",Polypropylene,Laminated,50 kg,59.27,piece,250,ABC Industries,Chennai,In Stock,3.6
P0829,AAC Block,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. AAC Block in 600x200x100 mm specification.",Autoclaved Aerated Concrete,Grade 4,600x200x100 mm,1764.41,box,10,Metro Industrial Supplies,Bengaluru,Limited Stock,4.9
P0830,Ceramic Wall Tile,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. Ceramic Wall Tile in 300x450 mm specification.",Ceramic,Glossy,300x450 mm,1771.83,meter,10,Metro Industrial Supplies,Bengaluru,Limited Stock,3.8
P0831,Polyester Fabric Roll,Textiles,"Suitable for wholesale buyers, distributors, and regular business orders. Polyester Fabric Roll in 1.5 m specification.",Polyester,Knitted,1.5 m,220.03,kg,25,Evergreen Manufacturing,Ahmedabad,In Stock,4.8
P0832,Citric Acid Powder,Chemicals,Quality-tested product with bulk supply capability. Citric Acid Powder in 25 kg specification.,Citric Acid,Food Grade,25 kg,354.98,box,500,Universal B2B Supplies,Kolkata,In Stock,4.9
P0833,GI Steel Sheet,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. GI Steel Sheet in 2 mm specification.",Galvanized steel,IS 277,2 mm,181.39,meter,100,South India Materials,Salem,In Stock,4.8
P0834,100% Cotton T-Shirt,Textiles,Quality-tested product with bulk supply capability. 100% Cotton T-Shirt in L specification.,Cotton,Combed,L,535.28,box,10,South India Materials,Salem,In Stock,4.0
P0835,Portland Cement,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Portland Cement in 25 kg specification.,Cement,OPC 53 Grade,25 kg,768.64,kg,25,Universal B2B Supplies,Kolkata,In Stock,4.0
P0836,HDPE Granules,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. HDPE Granules in 25 kg specification.",HDPE,Injection Grade,25 kg,169.35,kg,250,Kaveri Industrial Solutions,Madurai,In Stock,3.9
P0837,Stainless Steel Nut,Hardware,Industrial quality product suitable for bulk commercial procurement. Stainless Steel Nut in M10 specification.,Stainless Steel,304,M10,1232.81,kg,100,ABC Industries,Chennai,Limited Stock,4.6
P0838,Hex Bolt,Hardware,Industrial quality product suitable for bulk commercial procurement. Hex Bolt in M6 specification.,Carbon Steel,Grade 8.8,M6,1375.24,box,250,ABC Industries,Chennai,In Stock,3.6
P0839,Hex Bolt,Hardware,Industrial quality product suitable for bulk commercial procurement. Hex Bolt in M10 specification.,Carbon Steel,Grade 8.8,M10,940.03,piece,50,Evergreen Manufacturing,Ahmedabad,In Stock,3.9
P0840,Industrial Water Pump,Machinery,Industrial quality product suitable for bulk commercial procurement. Industrial Water Pump in 2 HP specification.,Cast Iron,Centrifugal,2 HP,457378.93,piece,1,Evergreen Manufacturing,Ahmedabad,Limited Stock,4.1
P0841,Industrial Air Compressor,Machinery,Quality-tested product with bulk supply capability. Industrial Air Compressor in 10 HP specification.,Cast Iron,Reciprocating,10 HP,564111.29,piece,1,Apex Components,Delhi,In Stock,4.4
P0842,HDPE Granules,Plastic,Reliable supplier-grade material for manufacturing and industrial use. HDPE Granules in 25 kg specification.,HDPE,Injection Grade,25 kg,234.06,piece,250,Evergreen Manufacturing,Ahmedabad,In Stock,4.0
P0843,Industrial Bearing,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Industrial Bearing in 6204 specification.,Chrome Steel,6200 Series,6204,208.23,piece,50,Metro Industrial Supplies,Bengaluru,In Stock,4.4
P0844,Automotive Rubber Hose,Automotive,Quality-tested product with bulk supply capability. Automotive Rubber Hose in 3/4 inch specification.,EPDM Rubber,Heat Resistant,3/4 inch,10639.88,piece,25,Evergreen Manufacturing,Ahmedabad,In Stock,4.4
P0845,Calcium Carbonate Powder,Chemicals,Reliable supplier-grade material for manufacturing and industrial use. Calcium Carbonate Powder in 25 kg specification.,Calcium Carbonate,Industrial Grade,25 kg,313.9,piece,10,Techno Supply Co,Pune,In Stock,4.1
P0846,Polyester Fabric Roll,Textiles,Quality-tested product with bulk supply capability. Polyester Fabric Roll in 2 m specification.,Polyester,Knitted,2 m,732.51,box,25,Metro Industrial Supplies,Bengaluru,Limited Stock,4.4
P0847,Stretch Film Roll,Packaging,Quality-tested product with bulk supply capability. Stretch Film Roll in 50 micron specification.,LLDPE,Industrial,50 micron,107.58,piece,50,National Engineering Works,Hyderabad,In Stock,4.2
P0848,Carbon Steel Pipe,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. Carbon Steel Pipe in 2 inch specification.",Carbon steel,IS 2062,2 inch,310.85,piece,100,Kaveri Industrial Solutions,Madurai,Limited Stock,3.8
P0849,Copper Electrical Cable,Electrical,Industrial quality product suitable for bulk commercial procurement. Copper Electrical Cable in 4 sq mm specification.,Copper,FR,4 sq mm,295.48,kg,250,ABC Industries,Chennai,In Stock,3.9
P0850,Cotton Grey Fabric,Textiles,Reliable supplier-grade material for manufacturing and industrial use. Cotton Grey Fabric in 44 inch specification.,Cotton,Greige,44 inch,275.32,box,25,ABC Industries,Chennai,In Stock,4.6
P0851,PP Woven Sack,Packaging,Industrial quality product suitable for bulk commercial procurement. PP Woven Sack in 25 kg specification.,Polypropylene,Laminated,25 kg,10.27,box,50,Metro Industrial Supplies,Bengaluru,In Stock,4.1
P0852,PVC Resin,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. PVC Resin in 25 kg specification.",PVC,K67,25 kg,174.93,box,1000,National Engineering Works,Hyderabad,In Stock,4.9
P0853,Construction Plywood,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Construction Plywood in 18 mm specification.,Hardwood,MR Grade,18 mm,222.1,piece,1000,Prime Traders,Coimbatore,In Stock,4.3
P0854,Stretch Film Roll,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Stretch Film Roll in 50 micron specification.,LLDPE,Industrial,50 micron,244.36,piece,50,South India Materials,Salem,In Stock,4.7
P0855,PP Woven Sack,Packaging,Quality-tested product with bulk supply capability. PP Woven Sack in 25 kg specification.,Polypropylene,Laminated,25 kg,199.92,piece,1000,Apex Components,Delhi,In Stock,4.6
P0856,Hex Bolt,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Hex Bolt in M8 specification.",Carbon Steel,Grade 8.8,M8,583.4,kg,1000,Techno Supply Co,Pune,Limited Stock,4.3
P0857,LED Panel Light,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. LED Panel Light in 24W specification.",Aluminium,Commercial,24W,1772.93,meter,100,Techno Supply Co,Pune,Limited Stock,4.5
P0858,Portland Cement,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Portland Cement in 25 kg specification.,Cement,OPC 53 Grade,25 kg,1611.84,meter,1000,Metro Industrial Supplies,Bengaluru,Limited Stock,3.8
P0859,Industrial Water Pump,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. Industrial Water Pump in 10 HP specification.",Cast Iron,Centrifugal,10 HP,562911.87,piece,2,Sri Lakshmi Enterprises,Erode,In Stock,3.7
P0860,PVC Resin,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. PVC Resin in 500 kg specification.",PVC,K67,500 kg,150.86,kg,100,Techno Supply Co,Pune,Limited Stock,4.2
P0861,Industrial Water Pump,Machinery,Industrial quality product suitable for bulk commercial procurement. Industrial Water Pump in 5 HP specification.,Cast Iron,Centrifugal,5 HP,207286.74,piece,2,Kaveri Industrial Solutions,Madurai,In Stock,4.2
P0862,Caustic Soda Flakes,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Caustic Soda Flakes in 50 kg specification.",Sodium Hydroxide,Industrial Grade,50 kg,182.53,kg,1000,Prime Traders,Coimbatore,In Stock,3.6
P0863,PVC Resin,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. PVC Resin in 25 kg specification.",PVC,K67,25 kg,116.07,piece,500,Techno Supply Co,Pune,In Stock,4.0
P0864,Citric Acid Powder,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Citric Acid Powder in 25 kg specification.",Citric Acid,Food Grade,25 kg,382.92,box,10,Universal B2B Supplies,Kolkata,In Stock,4.7
P0865,Industrial Water Pump,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Industrial Water Pump in 10 HP specification.,Cast Iron,Centrifugal,10 HP,31837.16,piece,5,Apex Components,Delhi,Limited Stock,3.8
P0866,Industrial Polyester Yarn,Textiles,Quality-tested product with bulk supply capability. Industrial Polyester Yarn in 20s specification.,Polyester,Spun,20s,577.86,meter,500,Techno Supply Co,Pune,In Stock,4.7
P0867,PP Woven Sack,Packaging,Industrial quality product suitable for bulk commercial procurement. PP Woven Sack in 50 kg specification.,Polypropylene,Laminated,50 kg,107.33,box,500,Universal B2B Supplies,Kolkata,In Stock,3.7
P0868,LED Panel Light,Electrical,Reliable supplier-grade material for manufacturing and industrial use. LED Panel Light in 12W specification.,Aluminium,Commercial,12W,2048.76,box,50,Kaveri Industrial Solutions,Madurai,Limited Stock,4.1
P0869,Hydraulic Press Machine,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Hydraulic Press Machine in 50 Ton specification.,Steel,Hydraulic,50 Ton,38362.91,piece,1,Evergreen Manufacturing,Ahmedabad,In Stock,5.0
P0870,PET Packaging Bottle,Packaging,Quality-tested product with bulk supply capability. PET Packaging Bottle in 500 ml specification.,PET,Food Grade,500 ml,237.43,piece,1000,Metro Industrial Supplies,Bengaluru,In Stock,4.2
P0871,PET Packaging Bottle,Packaging,Reliable supplier-grade material for manufacturing and industrial use. PET Packaging Bottle in 1 L specification.,PET,Food Grade,1 L,27.84,piece,1000,National Engineering Works,Hyderabad,In Stock,4.7
P0872,Construction Plywood,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Construction Plywood in 6 mm specification.,Hardwood,MR Grade,6 mm,366.21,meter,50,Sri Lakshmi Enterprises,Erode,In Stock,3.9
P0873,Automotive Brake Pad,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Automotive Brake Pad in Rear specification.",Semi Metallic,OEM Grade,Rear,4518.53,kg,25,ABC Industries,Chennai,Limited Stock,4.1
P0874,PP Granules,Plastic,Reliable supplier-grade material for manufacturing and industrial use. PP Granules in 1000 kg specification.,Polypropylene,Injection Grade,1000 kg,180.0,kg,100,South India Materials,Salem,In Stock,4.8
P0875,Titanium Dioxide,Chemicals,Reliable supplier-grade material for manufacturing and industrial use. Titanium Dioxide in 500 kg specification.,Titanium Dioxide,Rutile Grade,500 kg,321.67,box,250,Sri Lakshmi Enterprises,Erode,Limited Stock,3.9
P0876,Carbon Steel Pipe,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. Carbon Steel Pipe in 4 inch specification.",Carbon steel,IS 2062,4 inch,385.1,piece,250,Prime Traders,Coimbatore,Limited Stock,4.2
P0877,Portland Cement,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. Portland Cement in 25 kg specification.",Cement,OPC 53 Grade,25 kg,1166.88,meter,50,National Engineering Works,Hyderabad,Limited Stock,4.4
P0878,Industrial Electrical Switch,Electrical,Quality-tested product with bulk supply capability. Industrial Electrical Switch in 16A specification.,Polycarbonate,Heavy Duty,16A,2261.92,meter,100,Sri Lakshmi Enterprises,Erode,In Stock,4.5
P0879,LDPE Film Roll,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. LDPE Film Roll in 150 micron specification.",LDPE,Film Grade,150 micron,125.13,piece,50,ABC Industries,Chennai,In Stock,4.5
P0880,Industrial Polyester Yarn,Textiles,Industrial quality product suitable for bulk commercial procurement. Industrial Polyester Yarn in 30s specification.,Polyester,Spun,30s,214.56,box,10,Techno Supply Co,Pune,In Stock,4.1
P0881,LED Panel Light,Electrical,Quality-tested product with bulk supply capability. LED Panel Light in 18W specification.,Aluminium,Commercial,18W,226.23,kg,10,Techno Supply Co,Pune,Limited Stock,4.0
P0882,CNC Turning Machine,Machinery,Reliable supplier-grade material for manufacturing and industrial use. CNC Turning Machine in 3 Axis specification.,Cast Iron,CNC,3 Axis,31173.98,piece,1,ABC Industries,Chennai,In Stock,4.5
P0883,Industrial Bearing,Hardware,Quality-tested product with bulk supply capability. Industrial Bearing in 6206 specification.,Chrome Steel,6200 Series,6206,125.66,kg,100,Prime Traders,Coimbatore,In Stock,4.2
P0884,Citric Acid Powder,Chemicals,Industrial quality product suitable for bulk commercial procurement. Citric Acid Powder in 25 kg specification.,Citric Acid,Food Grade,25 kg,323.14,piece,50,ABC Industries,Chennai,Limited Stock,3.8
P0885,GI Steel Sheet,Steel,Industrial quality product suitable for bulk commercial procurement. GI Steel Sheet in 1 mm specification.,Galvanized steel,IS 277,1 mm,212.49,piece,500,Kaveri Industrial Solutions,Madurai,In Stock,4.2
P0886,Stainless Steel Pipe 304,Steel,Industrial quality product suitable for bulk commercial procurement. Stainless Steel Pipe 304 in 4 inch specification.,Stainless steel,304,4 inch,194.08,kg,250,Universal B2B Supplies,Kolkata,In Stock,4.7
P0887,Polyester Fabric Roll,Textiles,Industrial quality product suitable for bulk commercial procurement. Polyester Fabric Roll in 1.8 m specification.,Polyester,Knitted,1.8 m,275.99,kg,100,Metro Industrial Supplies,Bengaluru,In Stock,4.0
P0888,100% Cotton T-Shirt,Textiles,Reliable supplier-grade material for manufacturing and industrial use. 100% Cotton T-Shirt in M specification.,Cotton,Combed,M,741.6,piece,500,Prime Traders,Coimbatore,In Stock,4.1
P0889,PVC Resin,Plastic,Quality-tested product with bulk supply capability. PVC Resin in 500 kg specification.,PVC,K67,500 kg,214.16,piece,250,Techno Supply Co,Pune,Limited Stock,3.7
P0890,100% Cotton T-Shirt,Textiles,"Suitable for wholesale buyers, distributors, and regular business orders. 100% Cotton T-Shirt in L specification.",Cotton,Combed,L,255.42,meter,500,Global Trade Hub,Mumbai,In Stock,4.1
P0891,Stainless Steel Nut,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Stainless Steel Nut in M6 specification.",Stainless Steel,304,M6,1223.0,kg,1000,Apex Components,Delhi,In Stock,3.6
P0892,Industrial Polyester Yarn,Textiles,Reliable supplier-grade material for manufacturing and industrial use. Industrial Polyester Yarn in 30s specification.,Polyester,Spun,30s,509.67,kg,500,Evergreen Manufacturing,Ahmedabad,In Stock,4.9
P0893,AAC Block,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. AAC Block in 600x200x150 mm specification.,Autoclaved Aerated Concrete,Grade 4,600x200x150 mm,1664.95,piece,50,Apex Components,Delhi,In Stock,5.0
P0894,Hex Bolt,Hardware,Quality-tested product with bulk supply capability. Hex Bolt in M10 specification.,Carbon Steel,Grade 8.8,M10,913.58,kg,500,ABC Industries,Chennai,In Stock,4.3
P0895,Carbon Steel Pipe,Steel,Reliable supplier-grade material for manufacturing and industrial use. Carbon Steel Pipe in 1 inch specification.,Carbon steel,IS 2062,1 inch,360.81,kg,50,Evergreen Manufacturing,Ahmedabad,Limited Stock,4.6
P0896,Portland Cement,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Portland Cement in 25 kg specification.,Cement,OPC 53 Grade,25 kg,680.4,box,25,Sri Lakshmi Enterprises,Erode,Limited Stock,3.8
P0897,Carbon Steel Pipe,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. Carbon Steel Pipe in 4 inch specification.",Carbon steel,IS 2062,4 inch,404.61,piece,50,Universal B2B Supplies,Kolkata,In Stock,4.3
P0898,Hydraulic Press Machine,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. Hydraulic Press Machine in 20 Ton specification.",Steel,Hydraulic,20 Ton,511987.54,piece,2,Metro Industrial Supplies,Bengaluru,In Stock,3.8
P0899,Carbon Steel Pipe,Steel,Quality-tested product with bulk supply capability. Carbon Steel Pipe in 2 inch specification.,Carbon steel,IS 2062,2 inch,402.9,box,25,Evergreen Manufacturing,Ahmedabad,In Stock,3.6
P0900,Hex Bolt,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Hex Bolt in M8 specification.,Carbon Steel,Grade 8.8,M8,952.28,piece,100,ABC Industries,Chennai,In Stock,3.8
P0901,Engine Oil Filter,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Engine Oil Filter in Small specification.,Steel,OEM Grade,Small,1076.25,meter,50,Techno Supply Co,Pune,In Stock,3.9
P0902,MCB Circuit Breaker,Electrical,Quality-tested product with bulk supply capability. MCB Circuit Breaker in 32A specification.,Thermoplastic,B Curve,32A,1491.88,piece,50,National Engineering Works,Hyderabad,In Stock,4.9
P0903,PET Packaging Bottle,Packaging,Quality-tested product with bulk supply capability. PET Packaging Bottle in 500 ml specification.,PET,Food Grade,500 ml,120.32,box,1000,Sri Lakshmi Enterprises,Erode,In Stock,4.7
P0904,Hex Bolt,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Hex Bolt in M12 specification.,Carbon Steel,Grade 8.8,M12,1281.36,box,1000,South India Materials,Salem,In Stock,3.9
P0905,Door Hinge,Hardware,Industrial quality product suitable for bulk commercial procurement. Door Hinge in 4 inch specification.,Stainless Steel,Heavy Duty,4 inch,563.97,kg,500,National Engineering Works,Hyderabad,In Stock,3.7
P0906,Stainless Steel Nut,Hardware,Quality-tested product with bulk supply capability. Stainless Steel Nut in M8 specification.,Stainless Steel,304,M8,8.26,kg,250,Metro Industrial Supplies,Bengaluru,Limited Stock,4.9
P0907,Hydraulic Press Machine,Machinery,Industrial quality product suitable for bulk commercial procurement. Hydraulic Press Machine in 50 Ton specification.,Steel,Hydraulic,50 Ton,201991.22,piece,5,Kaveri Industrial Solutions,Madurai,Limited Stock,4.8
P0908,LDPE Film Roll,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. LDPE Film Roll in 150 micron specification.",LDPE,Film Grade,150 micron,114.67,meter,50,Sri Lakshmi Enterprises,Erode,Limited Stock,4.5
P0909,Corrugated Shipping Box,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Corrugated Shipping Box in 24x18x12 inch specification.,Kraft Paper,5 Ply,24x18x12 inch,232.0,kg,100,South India Materials,Salem,Limited Stock,3.6
P0910,Corrugated Shipping Box,Packaging,Quality-tested product with bulk supply capability. Corrugated Shipping Box in 24x18x12 inch specification.,Kraft Paper,5 Ply,24x18x12 inch,163.11,box,1000,Apex Components,Delhi,In Stock,3.9
P0911,Ceramic Wall Tile,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Ceramic Wall Tile in 300x450 mm specification.,Ceramic,Glossy,300x450 mm,1390.04,meter,100,Prime Traders,Coimbatore,In Stock,4.8
P0912,Industrial Electrical Switch,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. Industrial Electrical Switch in 32A specification.",Polycarbonate,Heavy Duty,32A,839.28,meter,250,Universal B2B Supplies,Kolkata,Limited Stock,4.6
P0913,HDPE Granules,Plastic,Reliable supplier-grade material for manufacturing and industrial use. HDPE Granules in 1000 kg specification.,HDPE,Injection Grade,1000 kg,248.64,box,1000,Evergreen Manufacturing,Ahmedabad,In Stock,4.6
P0914,Hydraulic Press Machine,Machinery,Industrial quality product suitable for bulk commercial procurement. Hydraulic Press Machine in 20 Ton specification.,Steel,Hydraulic,20 Ton,494423.89,piece,1,Sri Lakshmi Enterprises,Erode,In Stock,4.7
P0915,Industrial Water Pump,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Industrial Water Pump in 10 HP specification.,Cast Iron,Centrifugal,10 HP,446499.29,piece,1,National Engineering Works,Hyderabad,In Stock,3.8
P0916,MCB Circuit Breaker,Electrical,Reliable supplier-grade material for manufacturing and industrial use. MCB Circuit Breaker in 63A specification.,Thermoplastic,B Curve,63A,1316.22,kg,100,Sri Lakshmi Enterprises,Erode,In Stock,3.8
P0917,MCB Circuit Breaker,Electrical,Reliable supplier-grade material for manufacturing and industrial use. MCB Circuit Breaker in 32A specification.,Thermoplastic,B Curve,32A,1168.94,kg,1000,South India Materials,Salem,In Stock,3.9
P0918,Industrial Air Compressor,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Industrial Air Compressor in 10 HP specification.,Cast Iron,Reciprocating,10 HP,221737.35,piece,5,Prime Traders,Coimbatore,Limited Stock,4.2
P0919,HDPE Granules,Plastic,Industrial quality product suitable for bulk commercial procurement. HDPE Granules in 25 kg specification.,HDPE,Injection Grade,25 kg,242.91,kg,500,National Engineering Works,Hyderabad,In Stock,3.8
P0920,MS Steel Plate,Steel,Quality-tested product with bulk supply capability. MS Steel Plate in 8 mm specification.,Mild steel,IS 2062,8 mm,255.1,box,250,Kaveri Industrial Solutions,Madurai,In Stock,4.1
P0921,Stretch Film Roll,Packaging,Industrial quality product suitable for bulk commercial procurement. Stretch Film Roll in 23 micron specification.,LLDPE,Industrial,23 micron,167.94,box,1000,Global Trade Hub,Mumbai,In Stock,4.8
P0922,HDPE Granules,Plastic,Industrial quality product suitable for bulk commercial procurement. HDPE Granules in 500 kg specification.,HDPE,Injection Grade,500 kg,162.42,piece,10,Universal B2B Supplies,Kolkata,In Stock,4.9
P0923,Cotton Grey Fabric,Textiles,Quality-tested product with bulk supply capability. Cotton Grey Fabric in 58 inch specification.,Cotton,Greige,58 inch,655.22,meter,250,Evergreen Manufacturing,Ahmedabad,In Stock,3.5
